location,sex,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Democratic Republic of the Congo,Female,54.57611013183412,54.41327520157858,54.46179059877485,54.33618250587729,54.206211135561965,54.34371854910353,53.69337959765307,54.25857854822696,54.34280743567474,54.35283232530688,54.48009243034925,54.70316228653198,54.67594477536842,55.01915370214381,55.55553445314618,56.11830532904908,56.57738679691333,57.06571935448393,57.44433504398816,57.896531882196655,58.47622217114153,58.97402303086261,59.49371727986643,60.0534334949275,60.50368139667728,60.959015473893785,61.402490759973894,61.78245983451741,62.05931854709556,62.0825929857316,61.54197530526925,61.61162771124945,62.17117231428249,62.62687782535533
Democratic Republic of the Congo,Male,49.948747526033635,49.88547055073921,49.9768939561628,49.75426404548912,49.82574727574733,49.99333880260118,47.938254871795536,49.38747248018189,49.84573401761129,50.023508607575806,50.48105108977636,50.905209587064974,50.78597139170255,51.45041808869124,52.29285097724684,53.02236042449776,53.609945511804646,54.17830107288391,54.56540835749433,54.85553287869029,55.556994243177634,55.973494374469176,56.34648049848924,56.78392589032213,57.19766545973223,57.72620601469663,58.18840532623012,58.51175103974187,58.93327811685718,59.11706438975052,57.69666551941051,57.920171015602506,59.11686828117536,59.978754898036094
Denmark,Female,77.83107120828043,77.92845639884203,77.92688079402241,77.7529258893902,78.01079812566967,78.0030122856339,78.2534065869688,78.54510394947548,78.7421642499747,78.72809810691844,79.11397647190726,79.28428656182622,79.44732801683256,79.73594064870018,80.12943405794347,80.37748081565636,80.48182143660749,80.61012374325401,80.89207679308647,81.06315941923418,81.33505588972997,81.75982591751058,82.02372766468841,82.29897319662162,82.6088623122516,82.69156819940686,82.82463914799027,82.96360161433593,83.08350686185804,83.31454733906102,83.39553273552127,83.30388008383633,83.09404288757557,83.57272204827908
Denmark,Male,72.23531259179701,72.51620498424805,72.63108141860269,72.58007831919515,72.75150821811731,72.84682105226624,73.18713751341114,73.590529166629,73.91149893438237,74.1705371958518,74.58264458827422,74.76530977066872,74.90680630963035,75.12538044348229,75.48975900087123,75.83338184670002,76.02349345464572,76.23319246117617,76.56707389346143,76.82722418906309,77.18373889332851,77.67606502787845,77.9989673566716,78.2673924852816,78.59672810650788,78.79199805342135,78.92678568873208,79.02031495103759,79.13554417402814,79.38057537631443,79.50744192390128,79.50524726476502,79.2498463940703,79.53134468055401
Djibouti,Female,64.00157972896463,64.43491199842639,64.69175773668094,63.58587327919134,64.00376528753756,64.89482189787098,65.09884948406705,65.06585277112887,64.94898709271425,65.14462675899834,65.12927310734874,65.16522261337218,65.22416323183123,65.75554852615363,65.41877350574099,65.85129599100692,65.9696845722743,66.344376318519,66.49296328866777,66.7543531589283,66.71089503508405,66.9772128035696,67.27811859772332,67.60426405761424,68.15161308637346,68.22430094950687,68.60880494010615,68.81051185004446,69.37622291106507,69.46826373705926,69.10773282250139,67.76106855667933,69.48121639292769,69.92756944684035
Djibouti,Male,59.4482246919547,59.53854891028612,59.98130519269484,59.54451308509482,60.116904451061146,60.72491322289787,60.992901662851054,60.94381976341616,60.82019032678523,61.09403006339067,61.28781648455212,61.3994582419074,61.485715378617115,62.000313010090466,61.88765796330682,62.26779084928767,61.88460881384661,62.86548985561375,63.09422329579073,63.344221606371086,63.519833501396725,63.850224355753106,64.18564691228622,64.51850124242769,64.9589157429088,65.07218416431375,65.55232833063937,65.7400397772577,66.24207736634331,66.3082705034771,65.50687411348237,63.508051562989955,66.53197212606462,67.21293273488587
Dominica,Female,76.81717603313226,76.73807806493241,76.79926377356891,76.83830381265906,76.92340608836675,76.95065070948489,77.17092387877757,77.3769197844653,77.29343961079819,77.66448515205386,77.7604488687683,77.87977671005086,77.9269849050967,77.7511478596882,77.82784100036046,78.02993110963207,78.12337070117626,77.96056613987672,78.24048608053508,78.3097270718466,78.17016418915767,78.34679554847914,78.3505058884121,78.39490961330024,78.44718663384162,76.66792842979432,78.37009838295498,75.32763202362537,78.6463642175752,78.63001907656285,78.09370336239844,77.02765099797463,78.33373568506556,78.74244473704844
Dominica,Male,71.8598275196238,71.73366803843524,71.58123927268619,71.5098913629385,71.52016982579417,71.53264535787257,71.69960209179665,72.04424728167426,71.39966285543807,72.32567048725159,72.4224741647604,72.56908088853999,72.67054589136937,72.68626874801114,72.78423116655568,72.96226856852066,73.05268623263774,73.00187876347022,73.18722640079012,73.22340567032035,73.03514154123386,73.14075586913607,73.12796414269363,73.16206557231311,73.1736414176642,72.26883451826076,73.01006315991965,71.66899312264549,73.50023347382817,73.54265469841042,72.86378123069238,71.8997962057776,73.31781964046617,73.80649900314998
Dominican Republic,Female,73.43968812335451,73.90181873025412,74.31960051598169,74.70688395384589,75.18271871331977,75.60569883740335,75.86733259460398,76.27912908637379,76.51731749429898,77.04653211414805,77.27498619960419,77.43829333606158,77.6892393310785,77.73037877264804,77.44109331636943,77.85044439495356,78.01723832700345,78.0776846182451,78.20987086973811,78.21374624134639,78.17795977359721,77.95947592474977,77.72899110805469,77.67259174636104,77.57483635061539,77.34354251290654,77.13045251070858,77.02011678616239,76.88190132682507,76.78123321579235,75.95618156254064,75.86233463309641,75.93172407307998,76.35728091134466
Dominican Republic,Male,68.4214661378049,68.75604805296761,69.06846151200853,69.40619649823785,69.63932644421081,69.9317597975258,69.87849973690273,70.24337952873512,70.39972071389272,70.71785627959933,71.00833798443263,71.24274889757491,71.46702810876073,71.63147173370788,71.55898683404992,71.89474184515424,72.06887965290994,72.13768246022127,72.2604956175361,72.24253776752144,72.140807940609875,71.86297962715891,71.55255635541843,71.44187670059316,71.33694360731855,71.06414818661688,70.83327613863194,70.70869056682369,70.56016845896428,70.40456623124473,68.50854839361388,68.97156943817733,69.18303540636708,69.923833042166
Ecuador,Female,73.26906048386486,73.14562397798807,73.43444620709126,73.73329297287077,74.17269121477216,74.59227873094949,74.57355056054334,74.6992429494984,74.67717073173085,74.6070061900462,74.61433670963271,74.93190248902607,75.27413947162837,75.74369554170966,76.1436106363608,76.250453762096,76.59300331492607,77.03498315032587,77.5488164192327,78.07415771664928,78.51642601193892,78.87334854625865,79.27700440852085,79.82308223277641,80.31359905414345,80.67473486250033,80.66143986310496,80.97123703151355,81.10436528153974,80.99929737082728,77.38147042021902,77.93629063578982,79.75168087166664,79.89058672465119
Ecuador,Male,68.74414018977967,68.44135624683611,68.66851864579678,68.9351102320074,69.21884285525303,69.548747756917,69.4719700091368,69.44305534166932,69.22434478016828,69.0075989106003,69.08114828742049,69.31987179187104,69.66415181132376,70.07187262542082,70.3324258137817,70.48754183322355,70.76899594827412,71.27597509870532,71.87110864972392,72.51533828765322,73.17319045844373,73.76973770350219,74.49716181888978,75.28359076033895,75.95916822811324,76.37355662173198,76.43859314902608,76.64272735840802,76.68561260588471,76.51957698476917,70.35231635096476,71.72437181076434,73.6592056333019,73.59409083781831
Egypt,Female,64.65768161170573,65.38073485912587,65.90892166746615,66.23428766061954,66.60286176657937,67.04352269955459,67.27161814447831,67.3719310716591,67.53441503663423,68.08505635475395,68.65074398414657,68.6464390864371,68.5663930675191,68.59686535729185,68.90761352160251,69.26123691291531,69.37538525742364,69.5694939624259,69.63491606789917,69.72454003480537,69.86973054908636,70.11134562974914,70.09017548752801,70.50005034338764,70.47922925177751,70.26571961305345,70.79756583084207,71.25612013347124,71.41518781846929,71.69178894753156,70.25571746025678,69.2550882754958,70.56150572571624,71.07249666679813
Egypt,Male,62.96348349460548,63.673452168902195,64.26153873096408,64.36492939260717,64.45371397780735,64.79539742233014,65.23600322036077,65.43651337982133,65.63765576842505,65.90101576066158,66.21444159516957,66.14780855859021,66.09779917986256,66.17072830450833,66.52127803041176,66.93012324323317,67.02803653258202,67.26444087998277,67.3889938180724,67.49382345647793,67.63254479628581,67.65463046080097,67.6708268912359,68.01481112361326,68.11695631090896,67.93971639441197,68.449860721443,68.94299698756487,69.19224014600015,69.51701767385353,68.0923030816169,67.5774457224406,68.76044853161875,69.12653162952057
El Salvador,Female,73.29108297551166,73.70249032273699,74.05268596005709,74.2408662934409,74.39491362738251,74.77434735099575,74.87078434498359,75.03980432547407,75.06504689853827,75.85835960911005,76.2905246841488,75.79298649112846,76.84693720128193,76.80338203057252,76.96118499601874,77.0057308646037,77.246647555817745,77.31836356492911,77.44280755951694,77.26015735021764,77.70263422280549,77.79206370657425,77.24152121111338,77.00815280629686,76.720674604785,76.5694619011813,77.3036483725364,77.37695031680865,77.45075746991877,77.22383097718844,75.85999429669356,74.87914045534242,76.46476478417074,76.76603694646433
El Salvador,Male,63.929823283342714,63.87416699004759,64.79785649947317,64.95040143273441,65.09752943629381,65.48584139891699,65.92772010580198,66.1304966776557,66.24797393626983,66.97486359360452,67.42953638691796,67.55601906284528,68.21648064272576,68.01694098593777,67.84622954426536,67.71364400922806,67.71108599659138,67.9003126713565,68.21842891113342,68.31504264608624,69.0199456713809,69.56079746197963,66.67176118314734,66.53824897707793,65.63188193510729,64.6758432214425,67.24654752144309,67.38573788449476,67.57556387501222,67.88403076318846,66.40100276393522,65.7998175612393,68.46677704454346,68.99045461310654
Equatorial Guinea,Female,52.47805039356111,52.75083805206204,53.160009461263435,53.48448810884231,53.89732037854744,54.08119265144521,54.54320570145675,55.73201102476999,56.54723600251039,57.16620481500474,57.74992095138647,58.57696849325707,59.29464552107544,59.84013464437367,60.37733675424723,60.71462693268128,61.5166313282901,62.13449832510239,62.31309926531125,61.9586358205644,61.86727798817803,62.38109504811643,63.350281147142184,64.02185271877941,64.5911676933485,64.66302732672557,64.67457576544591,64.93348166365384,65.0931945981036,65.13157076922312,63.22254900839035,62.82966256568694,63.691910006596046,63.8711381994801
Equatorial Guinea,Male,45.91085639363261,46.12526453056784,46.42236797796082,46.693941561600774,47.0148120094723,47.254160737533994,47.68140745526994,48.7688091797401,49.548325434610994,50.280056993859155,50.98690872514915,51.89851073093799,52.64068576693041,53.29890837448123,53.85835263441988,53.962890653989774,55.06765135061292,55.70498136949369,56.1222760377541,56.47923256422148,56.79716162501573,57.25720664123647,57.96808017221767,58.4886942665748,58.81776302398579,58.77256643632867,58.540209444476226,58.6971489933791,58.89025958263142,58.946830776544154,56.82152832713317,56.79040682656378,58.23301857482302,58.55492687396936
Eritrea,Female,50.28681270770044,50.840224802089864,53.52129833298809,54.23977535044613,55.07875276926256,55.709547453949305,56.381556740491,56.99843654775902,57.422366601946386,57.19373514140452,58.19798950144681,59.07910926473125,59.414935598915065,59.85624746618867,60.24251043658636,60.63898857921273,60.9994595149497,61.310481079241754,61.43946447218622,61.56638937909508,61.79749719375353,62.13250297345208,62.37892924498741,62.601279533709274,63.14660971146687,63.23479037592408,63.47537138823179,63.61929319641215,63.8417554213207,64.06234051665908,63.92491014687218,64.08742340203405,63.6498853992504,64.498680615399
Eritrea,Male,40.46392166802042,41.273955742020256,48.807660460571384,49.61670503930176,50.625982077550645,51.44042929804631,52.19348884692125,52.98619191864828,53.09247670701421,51.387557883291976,53.59980233319604,55.39591856114603,55.801125666016226,56.223174939654626,56.66158818889629,57.042136299076375,57.462750037712745,57.76187261365966,57.861966677191056,58.021168356535405,58.25185849913081,58.590425848219375,58.889898051416345,59.1407728046325,59.636081835591355,59.781906432279015,60.071165563748195,60.28693521524908,60.553857294337966,60.855736493655336,60.22681231094261,60.15451249224883,59.118025225230326,61.28423725270068
Estonia,Female,74.88161260904458,74.78197026180936,74.69784904767168,74.56473500423368,73.99159268286081,74.7977899543909,75.22538864997985,75.57264636316083,75.78238098260037,76.09367850259473,76.40566656112962,76.74563101189729,76.99783789399395,77.30932995827247,77.7415783550399,78.165171711412,78.62442213942032,78.98719436256339,79.36189753419018,79.79092558833943,80.26074349419571,80.72298283635405,81.0155704894689,81.25413510042459,81.54477801225921,81.81212449923498,81.93997885306729,82.1868070233027,82.45087923057775,82.76459995009789,82.56700087446131,81.52386200437554,82.10857482980663,82.88042305317407
Estonia,Male,64.82435689389726,64.26009216942327,63.49235616637036,62.84442097382043,62.017124844313734,62.67422160945648,63.37574442982653,64.02954429967946,64.47190597742187,64.87793734641268,65.28784011089971,65.6500016465808,65.9878219133496,66.3448366621943,66.7901097851578,67.17323690070855,67.62151523747366,68.1497848879608,68.84671441962968,69.62109208319961,70.32908010976051,71.03573865889413,71.48603900841246,72.05228477417471,72.40788926050156,72.87873130100535,73.1920832321875,73.55938729876974,73.9273767122894,74.33866116685721,74.0811060239933,72.93954601887413,73.28290944172736,74.19981054251957
Eswatini,Female,60.64140176598258,61.005043318150605,61.17938719206436,61.53481250347357,61.52376040135518,61.35840127293986,60.679690049030015,59.890983415707154,58.48436758657339,56.49494441074284,53.8770429606842,50.767530375533234,48.31412373242752,45.20903110071402,42.53321332494212,41.69610667816893,42.88777601177836,45.40593245057036,47.62554917592357,48.91579779011325,51.4426600075908,53.89043538332421,54.96866557082754,55.93253817061921,56.91588771276463,57.964245930734094,59.05516982354324,59.98727284278122,60.65702823964052,61.02330299296128,58.12941715552387,56.43903996597657,60.651203909647016,62.40225981515358
Eswatini,Male,52.51950201464275,52.812937166103495,52.94704852141765,53.17381276884753,53.12665341097442,52.9095927694153,52.23364792997722,51.49492566253716,50.26817891108421,48.63413704603245,46.57260273333563,44.257697973306726,42.65478184760303,40.79142433334575,39.40314114544971,39.54720991376245,41.02085095888616,41.78921022911333,41.870191974225534,42.47672272508033,45.0414186487733,47.7503802344184,49.03624886626845,50.56625910836286,52.33823054114691,53.94025917045143,55.50106770826361,56.441962513318366,56.77947858077963,57.04758461531942,55.68676216522255,54.50497590669292,57.653359343371065,58.81425871913392
Ethiopia,Female,48.018565258539944,48.63486016645706,48.82854346453221,48.98327014408481,49.15326704859216,49.42104753720304,49.85781596339019,50.38585458424601,50.955849772006296,51.27825836892016,51.96072962051773,53.37931142723904,54.325309192886294,55.26155221104958,56.288310446027296,57.32045279008528,58.3521190784445,59.554267634325875,60.57171230184154,61.55960652306974,62.44124836528827,63.17048240138027,63.829856329377094,64.37718808458277,64.89545912329835,65.35394069666073,65.71783450052448,66.07779360726973,66.33081424973253,66.58416287639093,66.45367818680533,65.52403095388246,66.61094838823809,66.71007771226283
Ethiopia,Male,41.45231524423249,43.47715199306726,44.2599356915176,44.68427025768904,45.09833810414129,45.606790390021835,46.345299405780686,47.106783896696314,47.87382656750471,47.47587829361233,47.80530466304533,50.70130811692896,51.71216114984448,52.72475043535613,53.7645109953699,54.79672916326031,55.73669100892191,56.7010162183606,57.48550191282896,58.20909869924565,58.90272300186074,59.48624111785722,60.005128870188926,60.47466260155985,60.90600487273957,61.25466621951501,61.567339033233864,61.94994119024753,62.231607759869014,62.56049663408311,61.37570134328515,59.40028267237286,62.4670670613966,62.95962641770736
Fiji,Female,70.60134017836923,70.47953425877598,70.3329444222862,70.1496330062975,70.13338177403197,70.02745369267839,69.94738333432629,69.77129545476525,69.86067881122767,69.73713631296732,69.73926542354945,69.84433211264687,69.75488722514726,69.52189726261739,69.54652189635128,69.57884882913912,69.50962966378121,69.4107556855037,69.27481247624209,69.16091326820585,69.19935435322714,69.231324281226,69.26118832644434,69.39838446963537,69.51009925615756,69.62030971715177,69.61003640896313,69.94170276401799,70.01920432520001,70.110224095774,69.83090369360387,68.02804368667425,69.45303253193016,69.48350644919492
Fiji,Male,64.69787452695142,64.69744469351852,64.67401792682455,64.63899349938372,64.69201219290746,64.73134648632097,64.77794694154919,64.71821047811876,64.88313658913619,64.81761707959443,64.96042000707749,65.07756881407009,65.13128665835868,65.14292773229978,65.27678857066934,65.37884995327329,65.43941017551761,65.45605945485123,65.46159459481699,65.46814655282262,65.53251341762513,65.62546320842131,65.66235486527863,65.79527239563518,65.89881109807475,66.03180878004189,66.08476496364409,66.31397877424605,66.4363371582439,66.58052286767122,66.34267458121133,64.66063312768156,65.98338187175024,65.97496868978452
Finland,Female,79.13095617882637,79.3626027465759,79.52353504796756,79.63620136339127,80.11520133311411,80.31890670216117,80.55450571438793,80.72965347633624,80.93002427105289,81.13084832944854,81.28403570724663,81.52571375123797,81.64163474087965,81.9072972341198,82.31296708858987,82.59983692941701,82.77167587757191,82.94048894763694,83.04029563146565,83.20968702193251,83.32796792158513,83.51606594690368,83.60436898987838,83.78873218950741,83.91244754530838,84.07487350253369,84.17175315559996,84.29015053905432,84.45076413133671,84.63075004309424,84.58034614176272,84.51121106635505,83.74612380251426,84.2668334631095
Finland,Male,71.13482396361222,71.46096125603506,71.73651278652768,72.19355497384429,72.75120893400327,72.89731047674837,73.16991324054453,73.45232969299136,73.56698266062556,73.88335392075085,74.31692045782407,74.69161611174235,74.95820820027299,75.20668937088755,75.49790827703868,75.70543648009183,75.88302797619234,76.08158449238906,76.40628586220164,76.61486033446836,76.87959968917582,77.2618669345157,77.60518377909838,77.93833185542226,78.24753524252407,78.49045449383084,78.58609442792626,78.81091557578625,79.00024670330538,79.22103644255279,79.13183524443151,79.19736714712135,78.59216847292181,79.16424288277575
France,Female,81.4460044386605,81.64896064295344,81.90554895322023,82.01293955154533,82.36091612828955,82.38963569017426,82.46671906654323,82.67420111594264,82.58634407035129,82.67177603197243,82.91707410241588,83.053647120182,83.10945883907462,83.13243462549924,83.88913629735478,83.98632933989923,84.24181227409852,84.39352767308144,84.39155085034851,84.49217567351444,84.67629069987744,84.9623136000601,84.9608908077762,85.16421768310968,85.42742279096801,85.317561425859,85.5081996438556,85.5980726058634,85.71224459916674,85.7847817853249,85.1659869137473,85.642999949351,85.27411292321634,85.49070650811397
France,Male,73.14910410182239,73.28961016624454,73.54293033659779,73.73741157820992,74.1245947119164,74.25398740101807,74.48264100585524,74.88954394852915,74.96837089891855,75.1740731033691,75.44855587584325,75.66386408083683,75.87561644039802,76.0752089636241,76.82929881896126,76.97802918617721,77.35269234883533,77.59217137581814,77.75405798550304,77.94331910302719,78.15831752403459,78.52098691870177,78.7060066707551,79.02419593976825,79.40854956487902,79.30544516829288,79.56005587353856,79.77412881159333,79.95016103385329,80.09419263098451,79.37214428811171,79.82694805189678,79.41861987328919,79.70249321741204
Gabon,Female,64.4124398091754,64.30807733066905,64.32502152736815,64.39411733197504,64.05990146133037,63.66957316090817,63.19518221093178,63.124805106925095,62.88485585374763,62.77143441055277,62.45715105123922,62.26377195323355,62.21945881404247,62.34060051972275,62.88931384360619,63.838087438921995,64.2397476158404,64.34005752122171,64.53365740064734,65.04054627490366,65.6088872913385,65.94201193425639,66.43934989555122,66.85219250282358,67.18338423681777,67.09993154684597,67.02562111422303,67.01502738659782,66.98207655074945,67.07141146817442,66.04084093634027,65.6515163191192,67.28376414820183,67.77770902773983
Gabon,Male,59.68018475786056,59.5183451804857,59.932209407584565,60.03916458849607,60.144042005442536,60.1304129960048,60.05635955921901,60.24800414900903,60.34572340273597,60.55529992088173,60.613794661286455,60.75224904295036,60.85737366467645,61.164181717376216,61.65485957893068,62.307669644881926,62.684747466000545,62.88590306773656,63.079138746856,63.50003437294863,63.89928770411879,64.18110145057773,64.4308000284333,64.43918446144238,64.7544450696434,64.89448584233696,64.98438900655528,65.19618547441775,65.36646076918014,65.56483165440274,64.79513263070545,64.65417618902912,66.02739335227321,66.42956427208534
Gambia,Female,63.18794524945232,63.41185189146718,63.22755812555614,63.82331187568245,64.3109004973627,63.6602252884724,64.50431116202091,64.5105721804513,64.55850856511975,64.08361514470577,64.98210013369949,65.71153048297603,65.89715241899101,65.88648164117902,65.39771789978657,65.36417636101376,65.82023790795803,65.95241285562444,66.68781619932264,66.76018693983076,67.47112995102768,69.11044928855442,69.43571967565275,69.40351867172448,68.61163139296913,69.04668686221116,68.67924698246004,68.03331869070945,68.43066022212435,68.07823099960954,66.38793213439888,65.4731814842085,67.75689004104385,68.57213155068985
Gambia,Male,58.97397705233767,59.205790889442035,58.855527549614415,59.7277555444624,60.068309909825544,59.72080167700656,60.35774550015768,60.23190685153259,60.509376192963856,60.31805735462767,60.99645347136264,61.65214284764392,61.88714618140587,62.0463133101539,61.89165381205757,62.010387593148955,62.527468823995505,62.690378059619526,63.41971889766687,63.614892153762895,64.27025492767504,65.518755961532,65.76933120920809,65.72469159078207,65.21936818256955,65.58783601050729,65.37841659703611,64.94923688975183,65.30885094714239,65.21114833608284,62.64590180970751,62.07181644965151,65.09705712197645,66.08211959288174
Georgia,Female,73.10759814956381,73.24540848579136,73.14903809537249,73.26190504201513,73.99272104903774,74.24438356995539,74.09460647188637,73.87747899597187,73.51539985867225,73.15717587120747,73.0693732607018,73.0623885863645,73.21729929819111,73.84575412004733,74.67514839580264,75.69997703155938,76.56279731619983,76.80930275086988,76.34424899087908,76.4209267470428,76.38599386740209,76.64354653964581,76.77489331109184,76.99652274592884,77.13815430126904,77.35206846822207,77.5965047189293,77.90689995627515,78.31914916469069,78.71361415152829,77.79404719086807,75.54244357613959,78.14103174753038,79.3953585769284
Georgia,Male,65.07639844542275,65.07634122828297,64.6619505483304,64.24772572344895,65.97650382836096,66.11809012281648,66.06782254261331,65.96761707909444,65.68756301431306,65.66782685683903,65.72180504491773,65.88234992922712,65.95753987012338,66.40988763634907,66.8118298419654,67.1462419079064,67.26216617771534,66.98025003854109,65.90511509604801,66.76951949384761,66.9709127498241,67.32712434346709,67.51501705588078,67.87122007634942,68.09544562304619,68.20355830651037,68.48452667142502,68.77987908537568,69.1490208805159,69.6637484816833,68.65187186592665,67.18270073286342,68.98347561181026,70.07278850730641
Germany,Female,78.61538373577672,78.83163249668556,79.18415745145144,79.28104506583796,79.55473675769488,79.81038631433688,80.00345223387667,80.32594536070216,80.5777669890856,80.7986238886945,81.12835740896136,81.41960252706525,81.51915282289852,81.63477267754455,81.95129304715903,82.06044973552918,82.29240319366653,82.50145892422486,82.59213859316763,82.68758819815379,82.80945946048283,83.00948156174917,83.11631443544333,83.10539341970932,83.3561762833196,83.18373705244575,83.3238457746201,83.4036935320607,83.41546663663735,83.59844887530792,83.41517771651668,83.11412980926674,82.90787024114643,83.3680878815518
Germany,Male,72.14189266558279,72.30661386552829,72.67017255807868,72.80856643940078,73.13513521342131,73.37383095331272,73.68026710475071,74.14085542194323,74.53712026829386,74.8541261709252,75.20253109668593,75.61782927987258,75.80688228892244,75.96053400870225,76.42712820295907,76.66254151274987,77.0127682118619,77.26105489065927,77.46395892974995,77.58840263264422,77.76176822051868,78.11141614808655,78.27415308987896,78.28041483956463,78.56687144479082,78.34978432655005,78.52385569877829,78.67186163180945,78.68658140846496,78.90394378482378,78.62737163310987,78.19778801228594,78.19254806526149,78.50669841730256
Ghana,Female,58.44721518823548,58.84089399065037,59.062982680653185,59.29704528152981,59.23920599014758,59.69843332952264,59.927951022800734,59.99875290280108,60.35140662046555,60.72518869072154,60.9781312462128,61.35880795665192,61.745582021538816,62.43594898712336,62.94118620035425,63.30805408885338,63.544615190524986,64.07256229402901,64.64563199294143,65.16257235071375,65.57633345041468,65.95123079749926,66.47044576067066,66.85208412952794,67.22240034425816,67.16495882135115,67.3755707043265,67.56700330267739,67.62069315346996,67.72422964663959,67.42630611969369,66.87939092967018,67.7688337793661,68.03018372184808
Ghana,Male,54.15762313829766,54.51240297701975,54.77190329406745,55.02475187219969,54.85482334421419,55.472034873981286,55.73811260958099,55.76050353820781,56.08671359407441,56.364417716539464,56.51192448820984,56.77265013966393,57.05845296038896,57.53303311730251,57.87887922518753,58.122891321035866,58.29300522589615,58.708877592259896,59.120719602453015,59.48581851933636,59.805862825689104,60.066513653501694,60.38339487032003,60.62402578237227,60.90221885954157,60.890388004074794,61.0065035728858,61.176831737477414,61.44637612826236,61.73914640275558,61.469178276032025,60.91811694148326,62.372909693636174,62.93165884948278
Greece,Female,79.40907424976164,79.44757676561564,79.52546007041055,79.72507627067903,79.87620773063816,79.97514299866695,80.14504803421367,80.31684707983283,80.41339759284861,80.55627035023016,80.77291929731042,81.0914019378479,81.26091419478804,81.37725409089495,81.67412455572584,81.95601415240041,82.14490504785338,82.11235731075708,82.4597045939933,82.62614273087438,82.80622718779134,82.88275650861397,82.88305685585954,83.26819382171611,83.49921958015192,83.32626143059782,83.57095943747697,83.61706358362358,83.97983138825398,84.10116540491923,83.74401042555678,82.83872447584054,83.09259688594553,83.75724925813496
Greece,Male,74.71957721630014,74.72862947203963,74.80542065274638,74.99934595644311,75.14951329390608,75.17043673075379,75.28509541301395,75.52816707797233,75.68521328544382,75.71600041007714,75.89394200044396,76.33027039858766,76.5305877720476,76.649951249017107,76.78904411908351,76.946153287073,77.12252931437075,77.00498274957107,77.33161397640083,77.48466647484776,77.76000405729499,77.7729114927505,77.8186795025159,78.24026904920972,78.392790932349655,78.21836560563094,78.55568938280307,78.6130531221305,78.91333342339055,79.058818705505,78.67025152404678,77.56233860532625,77.6096103299423,78.25672554343267
Greenland,Female,66.60615839225143,66.62674139136692,66.6255585724691,66.67424341036686,66.80112759324211,66.7882403432908,66.83537987437846,66.93692035917307,67.13701097964201,67.3282335419441,67.5937172838896,67.78704069735242,68.01362797801022,68.32369155306809,68.78909942049974,69.10218061216142,69.34502997128743,69.63739713838532,69.93532362615326,70.30552623181119,70.62088328255255,70.85105488768366,71.09294581105979,71.36264210980846,71.61849504162872,71.84885721130027,71.96255830183264,72.11789270951232,72.24981254985303,72.49929767822343,71.72050487419165,71.54768782940393,72.58670526539042,73.44708258425877
Greenland,Male,60.019898873286806,60.17288831468416,60.3576113120368,60.601147269367296,60.877495524827786,61.10342147949848,61.36980713005229,61.60541561890403,61.92590434690021,62.25277189008983,62.60205469137705,62.85963056909414,63.272596102318566,63.67201057391484,64.03993397853715,64.43055309037929,64.77936511890461,65.20661504481217,65.60934801548296,65.95682401638804,66.36515663886789,66.69334877455793,67.04968643352196,67.37751468473814,67.69780677938903,67.93664414424305,68.17240919758873,68.39775874395772,68.6533232103945,68.97912391747845,68.08982200709049,67.7172251881333,69.14145464282394,70.00351088737291
Grenada,Female,73.05639107519383,73.24303895013921,73.67731831768269,74.13087651935655,74.24263739595756,74.41375050536226,74.59693605390474,74.88181590363855,75.14560292819444,75.58764537256913,75.82633752933835,75.99972777165316,76.20826797192674,76.43643542221089,76.04963191215498,76.89205633659203,77.13271860972053,77.36624140762233,77.38934035801152,77.49059470555672,77.56675199686391,77.65048482823032,77.85310551510882,77.9647856569256,78.1649262352228,78.45268830574355,78.2856579721651,78.41212293799794,78.36371306329391,78.19830722164146,77.58069209815217,75.39640945692227,76.53915533541308,77.16240983188833
Grenada,Male,68.08486129058734,68.46322025360843,68.47436971254028,68.8525218948386,69.24031659157465,69.52566388104503,69.80115936269162,69.79084191397298,69.85269524566539,70.17499661943907,70.40624383665218,70.48426601438696,70.78292428196858,70.84521717679223,70.730207600815,71.28696266776628,71.83745346246124,72.33516015313502,72.30623616860362,72.68980181115532,72.82391522559531,73.0395465168702,73.04982623605247,73.01761943385279,72.95246091215407,72.9596621502572,73.02526266264157,73.06208672336095,72.70812443645322,72.71603058082736,71.95398758087848,69.44833730438181,72.19776675812399,73.36558682446396
Guam,Female,77.24017465985602,77.15539729558365,77.12188261022085,77.2952925919693,77.5191748325227,77.6242100715187,77.77260119624592,76.28449796930576,78.09520492868876,78.30112536705512,78.558915554317565,78.8635763764183,79.11275025338341,79.40141096899369,79.64997140667874,79.88733412079179,80.01159627766451,80.07999331838742,80.29814756595168,80.33729989528412,80.38556610138279,80.46784769180505,80.28615917369109,80.01283229042158,79.80271453101591,79.87115650877021,79.95692438428307,80.07291742577414,79.98412029201157,80.06139367598196,79.11439934880023,78.20614039095508,79.08374353050851,79.48452141835133
